,Age,Attrition,Business_travel,Daily_rate,Distance_from_home,Education,Education_field,Employee_count,Employee_number,Environment_satisfaction,Gender,Hourly_rate,Job_involvement,Job_level,Job_role,Job_satisfaction,Marital_status,Monthly_rate,Num_companies_worked,Over_18,Over_time,Percent_salary_hike,Performance_rating,Relationship_satisfaction,Stock_option_level,Total_working_years,Training_times_last_year,Work_life_balance,Years_at_company,Years_since_last_promotion,Years_with_curr_manager,Date_birth,Remote_work
422,29,Yes,Unknown,337.0,14.0,1,Other,1.0,1421,3,Female,84.0,3,3,Healthcare representative,4,Single,22930.0,0,Unknown,Yes,12.0,3.0,1,0,11.32,1,3.0,8,7,7,1994,Yes
423,54,No,Unknown,971.0,1.0,3,Unknown,1.0,1422,4,Female,54.0,3,4,Research director,4,Unknown,5652.0,6,Unknown,Unknown,19.0,3.0,4,0,29.0,3,2.0,20,12,7,1969,No
424,55,No,Unknown,1136.0,1.0,4,Unknown,1.0,1424,2,Male,81.0,4,4,Research director,4,Divorced,12414.0,2,Yes,No,13.0,3.0,4,2,31.0,4,4.0,7,0,0,1968,Unknown
425,40,No,Non-travel,663.0,9.0,4,Other,1.0,Unknown,3,Male,81.0,3,2,Laboratory technician,3,Unknown,23099.0,3,Yes,No,11.0,3.0,3,2,11.0,2,2.76,8,0,7,1983,Yes
426,31,No,Unknown,326.0,8.0,2,Unknown,1.0,Unknown,1,Male,31.0,3,3,Sales executive,4,Divorced,8386.0,1,Unknown,Unknown,18.0,3.15,1,1,13.0,5,3.0,13,9,9,1992,Unknown
427,46,Yes,Unknown,377.0,9.0,3,Marketing,1.0,1457,1,Male,52.0,3,3,Sales executive,4,Divorced,15986.0,4,Unknown,No,11.0,3.0,1,1,28.0,1,4.0,7,4,3,1977,Yes
428,45,No,Travel_rarely,1038.0,20.0,3,Medical,1.0,1460,2,Male,95.0,1,3,Healthcare representative,1,Unknown,19863.0,2,Yes,Yes,18.0,3.0,2,1,11.32,2,3.0,7,0,7,1978,No
429,49,No,Travel_rarely,1490.0,7.0,4,Life sciences,1.0,1484,3,Male,35.0,3,3,Healthcare representative,2,Divorced,20948.0,3,Yes,Unknown,14.0,3.0,2,2,29.0,3,3.0,8,0,7,1974,No
430,29,No,Travel_rarely,1246.0,19.0,3,Unknown,1.0,1497,3,Male,77.0,2,2,Sales executive,3,Unknown,23757.0,1,Yes,Unknown,14.0,3.0,3,2,10.0,3,3.0,10,0,4,1994,Yes
431,29,Yes,Unknown,224.0,1.0,4,Technical degree,1.0,1522,1,Male,100.0,2,1,Research scientist,1,Single,7568.0,6,Yes,No,13.0,3.0,3,0,11.32,2,1.0,9,0,7,1994,Yes
432,29,No,Unknown,441.0,8.0,1,Other,1.0,1544,3,Female,39.0,1,2,Healthcare representative,1,Unknown,7288.0,3,Unknown,No,13.0,3.0,3,1,9.0,3,3.0,7,0,7,1994,Yes
433,40,No,Travel_rarely,898.0,6.0,2,Unknown,1.0,Unknown,3,Male,38.0,3,4,Manager,4,Single,17381.0,1,Yes,Yes,21.0,4.0,4,0,21.0,2,3.0,21,7,7,1983,Yes
434,48,No,Unknown,802.09,16.0,4,Life sciences,1.0,Unknown,3,Female,96.0,3,2,Sales executive,3,Divorced,13693.0,8,Unknown,No,14.0,3.0,3,1,18.0,2,2.76,8,7,7,1975,Yes
435,53,Yes,Unknown,607.0,2.0,5,Unknown,1.0,1572,3,Female,78.0,2,3,Manufacturing director,4,Married,14618.0,0,Unknown,Unknown,16.0,3.0,2,1,11.32,4,3.0,33,1,9,1970,Yes
436,44,No,Unknown,1313.0,7.0,3,Medical,1.0,1608,2,Female,31.0,3,5,Research director,4,Unknown,3549.0,0,Unknown,Yes,14.0,3.15,4,1,11.32,4,2.0,22,1,10,1979,No
437,45,No,Unknown,1015.0,5.0,5,Unknown,1.0,1611,3,Female,50.0,1,2,Laboratory technician,1,Unknown,23447.0,1,Yes,Unknown,14.0,3.0,1,0,10.0,3,3.0,10,1,4,1978,No
438,45,No,Non-travel,802.09,26.0,3,Marketing,1.0,1612,1,Male,52.0,2,2,Sales executive,1,Unknown,24162.0,1,Yes,Unknown,15.0,3.15,1,1,10.0,2,2.76,10,4,5,1978,No
439,34,No,Travel_frequently,426.0,10.0,4,Unknown,1.0,1615,3,Male,42.0,4,2,Manufacturing director,4,Unknown,17000.0,1,Unknown,Unknown,13.0,3.0,1,1,9.0,3,2.76,9,7,2,1989,Yes
440,39,No,Unknown,1387.0,10.0,5,Medical,1.0,Unknown,2,Male,76.0,3,2,Manufacturing director,1,Unknown,3835.0,2,Yes,Unknown,13.0,3.0,4,3,11.32,3,3.0,7,7,7,1984,No
441,27,No,Unknown,1302.0,36.0,3,Unknown,1.0,1619,3,Male,66.03,2,1,Laboratory technician,1,Divorced,16290.0,1,Unknown,No,11.0,3.0,1,2,7.0,3,3.0,7,0,7,1996,Yes
442,45,No,Travel_rarely,1329.0,2.0,2,Unknown,1.0,1635,4,Female,59.0,2,2,Manufacturing director,4,Divorced,5388.0,1,Unknown,Unknown,19.0,3.0,1,2,10.0,3,3.0,10,3,9,1978,Yes
443,44,No,Unknown,602.0,1.0,5,Unknown,1.0,1642,1,Male,37.0,3,2,Human resources,4,Married,10503.0,4,Unknown,Yes,11.0,3.0,3,0,14.0,3,3.0,10,0,2,1979,Unknown
444,25,No,Unknown,772.0,2.0,1,Life sciences,1.0,1653,4,Male,77.0,4,2,Manufacturing director,3,Divorced,4973.0,1,Unknown,Unknown,17.0,3.0,3,2,7.0,6,3.0,7,0,7,1998,No
445,49,No,Unknown,809.0,1.0,3,Unknown,1.0,Unknown,3,Male,36.0,3,4,Manager,3,Single,22384.0,4,Yes,Unknown,14.0,3.0,1,0,23.0,2,3.0,8,0,0,1974,Unknown
446,48,Yes,Travel_frequently,802.09,7.0,2,Unknown,1.0,1691,4,Female,95.0,3,1,Sales representative,3,Unknown,11740.0,2,Unknown,Unknown,11.0,3.15,3,2,19.0,3,3.0,9,7,7,1975,No
447,26,No,Unknown,786.0,7.0,3,Medical,1.0,1693,4,Male,76.0,3,1,Laboratory technician,4,Unknown,11925.0,1,Unknown,No,20.0,4.0,3,0,7.0,5,3.0,7,5,7,1997,Yes
448,44,No,Travel_rarely,921.0,2.0,3,Life sciences,1.0,1703,3,Female,96.0,4,3,Healthcare representative,4,Unknown,14810.0,1,Unknown,Unknown,19.0,3.15,2,1,11.32,2,3.0,8,6,7,1979,Yes
449,36,No,Unknown,530.0,2.0,4,Unknown,1.0,Unknown,3,Female,51.0,3,2,Sales representative,4,Single,7439.0,3,Yes,Unknown,15.0,3.15,3,0,17.0,2,2.0,13,6,7,1987,Yes
450,46,No,Unknown,717.0,13.0,4,Unknown,1.0,1727,3,Male,34.0,3,2,Healthcare representative,2,Single,9697.0,6,Unknown,No,14.0,3.0,4,0,19.0,3,3.0,10,0,9,1977,Unknown
451,35,No,Unknown,1370.0,27.0,4,Life sciences,1.0,1728,4,Male,49.0,3,2,Manufacturing director,3,Married,5151.0,2,Yes,Unknown,16.0,3.0,2,1,17.0,3,3.0,7,0,7,1988,Yes
452,30,No,Travel_frequently,1312.0,2.0,4,Unknown,1.0,1745,4,Female,78.0,2,1,Research scientist,1,Unknown,26427.0,0,Yes,Unknown,16.0,3.0,4,0,10.0,2,2.76,9,0,7,1993,No
453,30,No,Unknown,979.0,15.0,2,Marketing,1.0,1754,3,Male,94.0,2,3,Sales executive,1,Unknown,3088.0,2,Unknown,No,11.0,3.0,1,1,11.32,2,3.0,7,1,7,1993,Yes
454,33,No,Non-travel,1283.0,2.0,3,Marketing,1.0,1756,4,Female,62.0,3,2,Sales executive,2,Unknown,10697.0,8,Unknown,No,15.0,3.0,4,0,13.0,2,2.0,11,1,7,1990,Unknown
455,32,No,Unknown,953.0,5.0,4,Unknown,1.0,1764,2,Male,65.0,3,1,Research scientist,2,Single,17674.0,2,Yes,No,14.0,3.0,2,0,12.0,3,3.0,7,0,7,1991,Yes
456,43,No,Travel_rarely,244.0,2.0,3,Life sciences,1.0,1778,2,Male,97.0,3,1,Human resources,4,Unknown,5033.0,0,Yes,No,13.0,3.0,2,0,11.32,5,3.0,9,1,8,1980,No
457,31,No,Travel_rarely,196.0,29.0,4,Marketing,1.0,Unknown,1,Female,91.0,2,2,Sales executive,4,Unknown,13402.0,1,Unknown,Unknown,14.0,3.0,1,2,11.32,3,3.0,12,5,7,1992,Yes
458,35,Yes,Unknown,303.0,27.0,3,Unknown,1.0,1797,3,Male,84.0,3,2,Sales executive,4,Unknown,13492.0,1,Unknown,Unknown,18.0,3.0,4,0,11.32,2,3.0,10,7,7,1988,No
459,35,No,Non-travel,1180.0,2.0,2,Medical,1.0,1804,2,Male,90.0,3,2,Manufacturing director,4,Divorced,24442.0,2,Unknown,No,14.0,3.0,3,1,15.0,6,3.0,7,1,7,1988,No
460,30,No,Unknown,1092.0,10.0,3,Medical,1.0,1816,1,Female,64.0,3,3,Manufacturing director,3,Single,2739.0,9,Yes,No,14.0,3.0,2,0,9.0,3,3.0,7,0,2,1993,No
461,46,Yes,Travel_rarely,261.0,19.0,2,Medical,1.0,1821,4,Female,66.0,3,2,Healthcare representative,2,Married,10842.0,4,Unknown,No,22.0,4.0,4,1,13.0,2,4.0,9,3,7,1977,No
462,45,No,Non-travel,589.0,2.0,4,Unknown,1.0,Unknown,3,Female,67.0,3,2,Sales executive,3,Married,19665.0,4,Yes,Unknown,22.0,4.0,2,2,10.0,3,4.0,8,5,7,1978,No
463,43,No,Travel_frequently,1422.0,2.0,4,Life sciences,1.0,1849,1,Male,92.0,3,2,Sales executive,4,Married,19246.0,1,Unknown,Unknown,20.0,4.0,3,1,7.0,5,3.0,7,7,7,1980,No
464,46,Yes,Unknown,802.09,10.0,3,Life sciences,1.0,1869,3,Female,64.0,3,3,Sales executive,2,Unknown,14011.0,5,Yes,Unknown,21.0,4.0,3,3,14.0,2,3.0,8,0,7,1977,Yes
465,40,No,Travel_rarely,1137.0,1.0,4,Unknown,1.0,Unknown,1,Male,98.0,3,4,Manager,1,Unknown,18991.0,2,Yes,Unknown,11.0,3.0,1,1,22.0,3,2.76,19,11,16,1983,Unknown
466,27,No,Travel_rarely,511.0,2.0,2,Unknown,1.0,1898,1,Female,89.0,4,2,Sales executive,3,Single,26997.0,0,Yes,No,14.0,3.0,2,0,9.0,5,2.0,8,0,7,1996,No
467,42,No,Unknown,1396.0,6.0,3,Medical,1.0,1911,3,Male,83.0,3,3,Research director,1,Married,14842.0,9,Yes,No,13.0,3.0,2,1,18.0,3,4.0,13,5,7,1981,Yes
468,26,No,Travel_frequently,1096.0,6.0,3,Other,1.0,Unknown,3,Male,61.0,4,1,Laboratory technician,4,Married,7102.0,0,Unknown,No,18.0,3.0,1,1,8.0,3,3.0,7,7,7,1997,Unknown
469,28,No,Travel_frequently,802.09,1.0,2,Life sciences,1.0,1927,3,Male,42.0,2,2,Sales executive,4,Married,19255.0,1,Unknown,Unknown,12.0,3.0,3,1,7.0,2,3.0,7,0,7,1995,Unknown
470,47,No,Unknown,1169.0,14.0,4,Unknown,1.0,1934,3,Male,64.0,3,2,Research scientist,2,Married,2125.0,8,Yes,Unknown,18.0,3.0,3,1,11.32,4,4.0,8,1,7,1976,No
471,34,No,Travel_rarely,1239.0,13.0,4,Medical,1.0,1951,4,Male,39.0,3,3,Sales executive,3,Divorced,22914.0,1,Unknown,No,18.0,3.0,3,1,9.0,2,2.0,8,1,1,1989,Yes
472,26,No,Unknown,157.0,1.0,3,Medical,1.0,1952,3,Male,95.0,3,1,Laboratory technician,1,Single,20006.0,0,Yes,No,13.0,3.0,4,0,8.0,6,2.76,7,7,6,1997,Yes
473,27,No,Travel_rarely,954.0,9.0,3,Unknown,1.0,1965,4,Male,44.0,3,2,Sales executive,4,Unknown,5099.0,1,Unknown,Unknown,14.0,3.0,1,0,11.32,5,2.76,7,0,7,1996,No
474,31,Yes,Travel_frequently,754.0,26.0,4,Marketing,1.0,1967,1,Male,63.0,3,2,Sales executive,4,Unknown,21075.0,1,Yes,Yes,11.0,3.0,3,0,10.0,4,3.0,10,0,8,1992,Yes
475,33,No,Travel_frequently,1303.0,7.0,2,Life sciences,1.0,Unknown,4,Male,66.03,3,2,Healthcare representative,3,Divorced,18079.0,1,Unknown,Unknown,20.0,3.15,3,3,9.0,2,3.0,9,2,8,1990,Yes
476,31,No,Unknown,697.0,10.0,3,Unknown,1.0,1979,3,Female,40.0,3,3,Research director,3,Married,26862.0,4,Unknown,No,20.0,4.0,3,1,13.0,2,4.0,11,4,8,1992,Yes
477,35,No,Unknown,1395.0,9.0,4,Medical,1.0,2008,2,Male,48.0,3,2,Research scientist,3,Unknown,18698.0,1,Unknown,No,19.0,3.0,2,0,10.0,5,3.0,10,0,8,1988,Yes
478,33,No,Travel_rarely,501.0,15.0,2,Unknown,1.0,2009,2,Female,95.0,3,2,Healthcare representative,4,Married,21653.0,0,Unknown,Yes,13.0,3.15,1,1,11.32,6,3.0,9,8,1,1990,Yes
479,39,No,Travel_rarely,116.0,24.0,1,Life sciences,1.0,2014,1,Male,52.0,3,2,Research scientist,4,Single,5340.0,7,Unknown,No,13.0,3.15,1,0,11.32,2,3.0,7,1,7,1984,No
480,36,No,Travel_rarely,557.0,46.0,3,Unknown,1.0,Unknown,4,Female,94.0,2,3,Sales executive,4,Married,12695.0,0,Yes,No,19.0,3.0,3,2,10.0,2,3.0,9,3,4,1987,Yes
481,41,No,Travel_rarely,582.0,28.0,4,Life sciences,1.0,2034,1,Female,60.0,2,4,Manufacturing director,2,Married,5640.0,0,Yes,No,23.0,3.15,3,1,21.0,3,3.0,20,0,10,1982,Yes
482,34,No,Unknown,704.0,28.0,3,Marketing,1.0,2035,4,Female,95.0,2,2,Sales executive,3,Married,8978.0,1,Yes,No,21.0,4.0,4,2,8.0,2,3.0,8,1,7,1989,No
483,38,No,Travel_rarely,802.09,10.0,2,Unknown,1.0,Unknown,1,Female,100.0,3,2,Sales executive,4,Married,5982.0,1,Unknown,No,11.0,3.0,3,1,10.0,1,3.0,10,1,9,1985,Yes
484,39,No,Travel_rarely,613.0,6.0,1,Unknown,1.0,2062,4,Male,42.0,2,3,Healthcare representative,1,Unknown,21457.0,4,Unknown,Unknown,15.0,3.0,1,1,11.32,5,3.0,7,1,7,1984,Yes
485,34,No,Travel_rarely,419.0,7.0,4,Unknown,1.0,28,1,Female,53.0,3,3,Research director,2,Single,21293.0,0,Unknown,No,11.0,3.15,3,0,11.32,4,3.0,12,2,11,1989,No
486,44,No,Travel_rarely,477.0,7.0,4,Medical,1.0,Unknown,1,Female,42.0,2,3,Healthcare representative,4,Married,2094.0,3,Unknown,Unknown,14.0,3.15,4,1,24.0,4,3.0,22,5,17,1979,Unknown
487,46,No,Unknown,1211.0,5.0,4,Unknown,1.0,62,1,Male,98.0,3,2,Sales executive,4,Single,20445.0,4,Yes,Unknown,21.0,3.15,3,0,14.0,4,3.0,9,0,8,1977,Yes
488,41,No,Travel_frequently,857.0,10.0,3,Life sciences,1.0,199,4,Male,91.0,2,4,Manager,1,Divorced,12888.0,4,Yes,Unknown,13.0,3.0,2,1,11.32,2,2.0,7,7,7,1982,No
489,39,No,Unknown,505.0,2.0,4,Unknown,1.0,343,3,Female,64.0,3,3,Healthcare representative,3,Single,6420.0,0,Unknown,No,25.0,4.0,4,0,20.0,1,3.0,19,11,8,1984,No
490,42,No,Travel_rarely,269.0,2.0,3,Medical,1.0,351,4,Female,56.0,2,1,Laboratory technician,1,Divorced,8007.0,0,Unknown,Yes,11.0,3.0,3,1,10.0,4,3.0,9,7,8,1981,Unknown
491,33,No,Travel_frequently,553.0,5.0,4,Unknown,1.0,428,4,Female,74.0,3,3,Manager,2,Married,23364.0,6,Yes,Unknown,11.0,3.15,2,2,12.0,2,3.0,10,8,8,1990,Unknown
492,35,No,Travel_rarely,1296.0,5.0,4,Technical degree,1.0,464,3,Male,62.0,3,3,Manufacturing director,2,Single,18264.0,0,Unknown,No,13.0,3.0,4,0,17.0,5,3.0,16,0,13,1988,Yes
493,33,Yes,Travel_rarely,1277.0,15.0,1,Medical,1.0,Unknown,2,Male,56.0,3,3,Manager,3,Married,24619.0,7,Unknown,Unknown,12.0,3.0,4,0,15.0,2,4.0,7,7,7,1990,Unknown
494,40,No,Travel_rarely,302.0,6.0,3,Life sciences,1.0,Unknown,2,Female,75.0,3,4,Manufacturing director,3,Single,20364.0,7,Unknown,No,15.0,3.0,3,0,22.0,3,3.0,20,5,13,1983,No
495,41,No,Travel_rarely,427.0,10.0,4,Human resources,1.0,731,2,Male,73.0,2,5,Manager,4,Divorced,8861.0,3,Yes,No,15.0,3.0,2,3,23.0,2,2.0,21,12,6,1982,No
496,27,No,Unknown,975.0,7.0,3,Unknown,1.0,764,4,Female,55.0,2,2,Healthcare representative,1,Unknown,23398.0,8,Unknown,No,19.0,3.0,1,0,11.32,2,1.0,7,0,7,1996,No
497,52,No,Travel_rarely,621.0,3.0,4,Marketing,1.0,Unknown,3,Male,31.0,2,4,Manager,1,Unknown,10084.0,1,Unknown,Unknown,11.0,3.0,1,0,11.32,3,4.0,34,1,16,1971,Yes
498,51,No,Travel_rarely,1318.0,26.0,4,Marketing,1.0,851,1,Female,66.0,3,4,Manager,3,Married,5594.0,2,Unknown,No,14.0,3.0,3,1,11.32,2,2.0,20,4,17,1972,No
499,47,No,Travel_rarely,249.0,2.0,2,Marketing,1.0,903,3,Female,35.0,3,2,Sales executive,4,Unknown,17783.0,0,Unknown,Unknown,22.0,4.0,1,1,8.0,2,3.0,7,7,7,1976,Yes
500,50,No,Non-travel,881.0,2.0,4,Unknown,1.0,905,1,Male,98.0,3,4,Manager,1,Divorced,4544.0,1,Yes,Unknown,11.0,3.0,4,1,31.0,3,3.0,31,14,7,1973,No
501,35,No,Travel_rarely,1137.0,21.0,1,Life sciences,1.0,942,4,Female,51.0,3,2,Healthcare representative,4,Married,19170.0,1,Unknown,Unknown,25.0,4.0,4,1,10.0,2,1.0,10,0,7,1988,Unknown
502,39,No,Travel_rarely,466.0,1.0,1,Unknown,1.0,1026,4,Female,65.0,2,4,Manufacturing director,4,Married,7060.0,1,Unknown,No,16.0,3.0,3,1,11.32,3,3.0,21,11,8,1984,Unknown
503,39,No,Travel_frequently,945.0,22.0,3,Medical,1.0,Unknown,4,Female,82.0,3,3,Manufacturing director,1,Single,5083.0,1,Unknown,Unknown,13.0,3.0,3,0,11.32,2,3.0,21,2,8,1984,No
504,41,No,Unknown,509.0,7.0,2,Unknown,1.0,1085,2,Female,43.0,4,1,Research scientist,3,Unknown,18863.0,1,Unknown,No,13.0,3.0,3,0,11.32,3,3.0,10,0,8,1982,No
505,44,Yes,Unknown,1376.0,1.0,2,Medical,1.0,Unknown,2,Male,91.0,2,3,Human resources,1,Married,2326.0,9,Unknown,No,14.0,3.15,4,1,24.0,1,3.0,20,3,6,1979,Yes
506,42,No,Unknown,469.0,2.0,2,Medical,1.0,1109,4,Male,35.0,3,4,Manager,1,Unknown,14399.0,0,Unknown,No,17.0,3.0,4,1,23.0,3,3.0,22,13,7,1981,No
507,52,No,Travel_rarely,994.0,7.0,4,Life sciences,1.0,1118,2,Male,87.0,3,3,Healthcare representative,2,Single,15322.0,7,Yes,Unknown,19.0,3.0,4,0,18.0,4,2.76,8,4,0,1971,Yes
508,38,No,Unknown,433.0,1.0,3,Unknown,1.0,1152,3,Male,37.0,4,1,Human resources,3,Unknown,6004.0,1,Unknown,No,13.0,3.0,4,1,7.0,2,4.0,7,5,0,1985,Yes
509,46,No,Unknown,991.0,1.0,2,Life sciences,1.0,Unknown,4,Female,44.0,3,1,Human resources,1,Unknown,22957.0,6,Unknown,Unknown,12.0,3.0,3,0,10.0,3,4.0,7,5,7,1977,Unknown
510,35,No,Unknown,482.0,4.0,4,Life sciences,1.0,1350,3,Male,87.0,3,2,Research scientist,3,Single,2690.0,1,Unknown,Unknown,11.0,3.0,2,0,11.32,3,3.0,9,1,1,1988,No
511,28,No,Travel_rarely,1083.0,29.0,1,Life sciences,1.0,1514,3,Male,96.0,1,2,Manufacturing director,2,Married,3173.0,1,Unknown,Unknown,14.0,3.15,2,2,8.0,2,2.0,8,1,7,1995,Yes
512,44,No,Unknown,136.0,28.0,3,Life sciences,1.0,1523,4,Male,32.0,3,4,Research director,1,Married,22074.0,3,Unknown,No,13.0,3.0,3,1,11.32,1,4.0,20,14,17,1979,Yes
513,50,No,Unknown,333.0,22.0,5,Unknown,1.0,1539,3,Male,88.0,1,4,Research director,4,Unknown,24450.0,1,Unknown,Unknown,13.0,3.0,4,0,11.32,2,3.0,32,13,9,1973,No
514,55,No,Travel_rarely,685.0,23.0,5,Marketing,1.0,Unknown,3,Male,60.0,2,5,Manager,4,Unknown,23037.0,1,Yes,No,21.0,4.0,3,1,36.0,3,3.0,36,2,13,1968,Yes
515,39,No,Unknown,1462.0,6.0,3,Unknown,1.0,1588,4,Male,38.0,4,3,Sales executive,3,Married,4658.0,2,Yes,No,11.0,3.0,1,1,11.0,3,3.0,7,7,6,1984,Unknown
516,49,No,Unknown,722.0,13.0,4,Unknown,1.0,1617,1,Female,84.0,3,1,Laboratory technician,1,Unknown,22102.0,1,Unknown,Unknown,14.0,3.0,4,1,10.0,3,2.0,9,1,4,1974,Unknown
517,45,No,Unknown,802.09,28.0,2,Technical degree,1.0,1719,4,Female,48.0,2,4,Research director,2,Single,17119.0,1,Unknown,Unknown,11.0,3.15,3,0,21.0,2,3.0,21,8,6,1978,No
518,46,No,Unknown,1277.0,2.0,3,Unknown,1.0,Unknown,3,Male,74.0,3,3,Sales executive,4,Unknown,5596.0,4,Unknown,Unknown,12.0,3.0,2,1,11.32,5,2.0,10,0,3,1977,No
519,27,No,Unknown,1131.0,15.0,3,Unknown,1.0,1870,4,Female,77.0,2,1,Research scientist,1,Married,23844.0,0,Unknown,No,19.0,3.0,4,1,11.32,2,2.76,7,7,3,1996,No
520,42,No,Travel_rarely,300.0,2.0,3,Unknown,1.0,2031,1,Male,56.0,3,5,Manager,3,Married,17312.0,5,Unknown,Unknown,11.0,3.0,1,0,24.0,2,2.0,22,4,14,1981,Yes
521,49,No,Unknown,1023.0,2.0,3,Unknown,1.0,2065,4,Male,63.0,2,2,Sales executive,2,Married,13243.0,2,Unknown,Unknown,14.0,3.0,4,0,17.0,3,2.0,9,0,8,1974,Unknown
522,29,No,Travel_rarely,153.0,15.0,2,Life sciences,1.0,15,4,Female,49.0,2,2,Laboratory technician,3,Single,12682.0,0,Unknown,Yes,12.0,3.0,4,0,10.0,3,3.0,9,0,8,1994,Unknown
523,34,No,Non-travel,1065.0,12.0,4,Marketing,1.0,60,1,Male,72.0,3,2,Sales executive,3,Unknown,10034.0,0,Yes,No,20.0,4.0,3,0,11.32,2,3.0,9,8,7,1989,No
524,37,No,Unknown,1115.0,1.0,4,Unknown,1.0,Unknown,1,Male,51.0,2,2,Manufacturing director,3,Divorced,2689.0,1,Unknown,No,18.0,3.0,3,1,11.32,2,2.76,7,0,7,1986,No
525,36,No,Unknown,1195.0,11.0,3,Unknown,1.0,85,2,Male,95.0,2,2,Manufacturing director,2,Single,22656.0,1,Yes,No,13.0,3.0,3,0,6.0,3,3.0,6,0,3,1987,Unknown
526,45,No,Unknown,1316.0,29.0,3,Unknown,1.0,Unknown,3,Male,83.0,3,1,Research scientist,4,Single,9752.0,5,Unknown,Unknown,13.0,3.0,2,0,9.0,2,2.0,6,0,3,1978,Yes
527,29,No,Travel_rarely,665.0,15.0,3,Unknown,1.0,346,3,Male,60.0,3,1,Research scientist,4,Unknown,22673.0,1,Unknown,No,19.0,3.0,1,0,6.0,1,3.0,6,1,5,1994,No
528,26,No,Unknown,1479.0,1.0,3,Unknown,1.0,384,3,Female,84.0,3,2,Manufacturing director,2,Unknown,26767.0,1,Unknown,No,20.0,4.0,1,1,6.0,6,1.0,6,1,4,1997,No
529,28,No,Unknown,304.0,9.0,4,Life sciences,1.0,498,2,Male,92.0,3,2,Sales executive,4,Single,20750.0,1,Yes,No,16.0,3.0,4,0,11.32,1,3.0,7,0,7,1995,Yes
530,42,No,Travel_frequently,1368.0,30.0,4,Technical degree,1.0,551,4,Female,66.03,2,2,Healthcare representative,4,Married,4386.0,0,Yes,No,11.0,3.0,4,3,7.0,4,4.0,6,0,4,1981,Yes
531,31,No,Travel_rarely,828.0,2.0,1,Life sciences,1.0,604,2,Male,77.0,3,2,Sales executive,4,Unknown,8346.0,4,Unknown,Yes,13.0,3.0,3,0,10.0,2,4.0,6,0,5,1992,Unknown
532,37,No,Travel_rarely,799.0,47.0,3,Unknown,1.0,Unknown,4,Female,59.0,3,3,Manufacturing director,4,Single,23848.0,4,Yes,Unknown,17.0,3.0,4,0,11.32,3,4.0,6,1,2,1986,Yes
533,37,No,Non-travel,142.0,9.0,4,Unknown,1.0,626,1,Male,69.0,3,3,Sales executive,2,Divorced,24666.0,1,Yes,No,13.0,3.0,4,1,9.0,6,3.0,9,7,7,1986,No
534,37,No,Travel_rarely,446.0,1.0,4,Life sciences,1.0,Unknown,2,Female,65.0,3,2,Manufacturing director,2,Married,15701.0,6,Unknown,Unknown,12.0,3.0,2,1,8.0,2,2.0,6,4,3,1986,No
535,24,No,Travel_rarely,691.0,23.0,3,Medical,1.0,Unknown,2,Male,89.0,4,1,Research scientist,4,Unknown,21630.0,1,Unknown,Unknown,11.0,3.0,2,2,11.32,3,3.0,6,1,4,1999,Yes
536,50,No,Unknown,1246.0,3.0,3,Unknown,1.0,644,1,Male,99.0,3,5,Manager,2,Married,7999.0,1,Unknown,No,11.0,3.0,3,1,11.32,2,3.0,32,10,7,1973,No
537,34,No,Unknown,254.0,1.0,2,Life sciences,1.0,649,2,Male,83.0,2,1,Research scientist,4,Unknown,22794.0,1,Unknown,Yes,13.0,3.0,4,1,6.0,3,3.0,6,1,3,1989,Unknown
538,27,No,Travel_frequently,1410.0,3.0,1,Medical,1.0,714,4,Female,71.0,4,2,Sales executive,4,Unknown,16673.0,1,Unknown,Unknown,20.0,3.15,2,2,11.32,3,3.0,6,0,4,1996,No
539,25,No,Unknown,883.0,42.0,1,Unknown,1.0,781,4,Female,32.0,3,2,Sales executive,4,Single,22807.0,1,Yes,No,23.0,4.0,2,0,6.0,5,2.0,6,1,4,1998,No
540,34,No,Unknown,304.0,25.0,3,Other,1.0,Unknown,4,Male,60.0,3,2,Sales executive,4,Single,18686.0,1,Yes,No,22.0,4.0,3,0,6.0,5,3.0,6,1,4,1989,Yes
541,34,No,Unknown,121.0,2.0,4,Unknown,1.0,804,3,Female,86.0,2,1,Research scientist,1,Unknown,7530.0,1,Yes,Unknown,11.0,3.15,3,0,6.0,3,3.0,6,1,3,1989,Yes
542,35,No,Unknown,950.0,7.0,3,Other,1.0,Unknown,3,Male,59.0,3,3,Manufacturing director,3,Single,18869.0,3,Yes,No,21.0,4.0,2,0,17.0,3,4.0,8,1,6,1988,No
543,35,No,Unknown,1343.0,16.0,1,Medical,1.0,856,1,Female,53.0,2,1,Research scientist,1,Unknown,17852.0,1,Unknown,Unknown,11.0,3.0,4,0,6.0,3,2.0,6,1,1,1988,No
544,33,No,Unknown,827.0,1.0,4,Unknown,1.0,998,3,Female,84.0,4,2,Healthcare representative,2,Married,20161.0,1,Yes,Yes,13.0,3.0,1,1,11.32,2,3.0,6,1,2,1990,Unknown
545,29,No,Unknown,1107.0,28.0,4,Life sciences,1.0,1120,3,Female,93.0,3,1,Research scientist,4,Divorced,26968.0,4,Yes,No,22.0,4.0,1,1,11.0,1,3.0,7,1,7,1994,No
546,29,No,Travel_frequently,490.0,10.0,3,Unknown,1.0,1143,4,Female,61.0,3,1,Research scientist,2,Divorced,17940.0,0,Unknown,No,14.0,3.0,4,2,8.0,2,2.0,7,1,1,1994,Yes
